,material,critical_temp
2214,Y1Ba2Cu2.9Co0.1O6.89,55.3
2215,Y1Ba2Cu2.9Fe0.1O6.62,4.2
2216,Y1Ba2Cu2.9Fe0.1O6.64,20.5
2217,Y1Ba2Cu2.9Fe0.1O6.7,28.5
2218,Y1Ba2Cu2.9Fe0.1O6.72,33.0
2219,Y1Ba2Cu2.9Fe0.1O6.75,37.4
2220,Y1Ba2Cu2.9Fe0.1O6.8,50.55
2221,Y1Ba2Cu2.9Fe0.1O6.85,63.8
2222,Y1Ba2Cu2.9Fe0.1O6.9,74.9
2223,Y1Ba2Cu2.9Fe0.1O6.92,62.0
2224,Y1Ba2Cu2.9Fe0.1O6.929,71.0
2225,Y1Ba2Cu2.9Fe0.1O7,80.5
2226,Y1Ba2Cu2.9Fe0.1O7.293,87.0
2227,Y1Ba2Cu2.9Ga0.1O6.8,81.0
2228,Y1Ba2Cu2.9Gd0.1O7,33.7
2229,Y1Ba2Cu2.9Ni0.1O6.56,4.3
2230,Y1Ba2Cu2.9Ni0.1O6.61,20.5
2231,Y1Ba2Cu2.9Ni0.1O6.71,29.0
2232,Y1Ba2Cu2.9Ni0.1O6.77,44.0
2233,Y1Ba2Cu2.9Ni0.1O6.85,54.5
2234,Y1Ba2Cu2.9Ni0.1O6.87,55.0
2235,Y1Ba2Cu2.9Ni0.1O6.88,69.5
2236,Y1Ba2Cu2.9Ni0.1O6.92,80.5
2237,Y1Ba2Cu2.9Ni0.1O6.93,72.5
2238,Y1Ba2Cu2.9Ni0.1O6.95,70.0
2239,Y1Ba2Cu2.9Ni0.1O7,81.60000000000001
2240,Y1Ba2Cu2.9Sn0.1O7.28,90.0
2241,Y1Ba2Cu2.9Zn0.1O6.81,55.0
2242,Y1Ba2Cu2.9Zn0.1O6.85,50.08
2243,Y1Ba2Cu2.9Zn0.1O6.88,4.3
2244,Y1Ba2Cu2.9Zn0.1O6.93,23.0
2245,Y1Ba2Cu2.9Zn0.1O6.94,56.95
2246,Y1Ba2Cu2.9Zn0.1O6.99,43.5
2247,Y1Ba2Cu2.9Zn0.1O7,55.8
2248,Y1Ba2Cu3Br0.9O6.2,92.0
2249,Y1Ba2Cu3Cl1O6,72.0
2250,Y1Ba2Cu3F0.15O6.7,89.5
2251,Y1Ba2Cu3F0.1O6.7,71.0
2252,Y1Ba2Cu3F0.1O7,91.0
2253,Y1Ba2Cu3F0.25O6.7,91.0
2254,Y1Ba2Cu3F0.29O6.7,91.0
2255,Y1Ba2Cu3F0.2O7,91.0
2256,Y1Ba2Cu3F0.38O6.7,91.0
2257,Y1Ba2Cu3F0.76O6,35.0
2258,Y1Ba2Cu3F1.11O6,45.0
2259,Y1Ba2Cu3F1.26O6,55.0
2260,Y1Ba2Cu3F1.46O6,55.0
2261,Y1Ba2Cu3H0.06O6.91,92.8
2262,Y1Ba2Cu3H0.08O7,88.0
2263,Y1Ba2Cu3H0.13O7,93.5
2264,Y1Ba2Cu3H0.14O6.91,90.95
2265,Y1Ba2Cu3H0.14O7,92.5
2266,Y1Ba2Cu3H0.16O6.54,47.9
2267,Y1Ba2Cu3H0.19O7,93.5
2268,Y1Ba2Cu3H0.1O6.765,73.0
2269,Y1Ba2Cu3H0.1O6.795,75.0
2270,Y1Ba2Cu3H0.21O7,86.0
2271,Y1Ba2Cu3H0.24O6.765,68.0
2272,Y1Ba2Cu3H0.27O6.91,91.1
2273,Y1Ba2Cu3H0.2O6.795,72.5
2274,Y1Ba2Cu3H0.2O6.98,94.5
2275,Y1Ba2Cu3H0.2O7,92.0
2276,Y1Ba2Cu3H0.31O6.54,47.3
2277,Y1Ba2Cu3H0.32O6.91,91.25
2278,Y1Ba2Cu3H0.34O7,66.0
2279,Y1Ba2Cu3H0.38O7,93.8
2280,Y1Ba2Cu3H0.48O7,70.8
2281,Y1Ba2Cu3H0.49O7,93.6
2282,Y1Ba2Cu3H0.52O6.91,91.7
2283,Y1Ba2Cu3H0.53O6.54,43.8
2284,Y1Ba2Cu3H0.64O6.54,42.05
2285,Y1Ba2Cu3Li0.02O7,89.456
2286,Y1Ba2Cu3Li0.06O7,87.35000000000001
2287,Y1Ba2Cu3Li0.08O7,89.2
2288,Y1Ba2Cu3Li0.1O7,88.91
2289,Y1Ba2Cu3Li0.3O7,86.0
2290,Y1Ba2Cu3Li0.5O7,83.79
2291,Y1Ba2Cu3O6.5,45.8909090909091
2292,Y1Ba2Cu3O6.51,45.4
2293,Y1Ba2Cu3O6.516,58.2
2294,Y1Ba2Cu3O6.52,55.898
2295,Y1Ba2Cu3O6.53,49.775000000000006
2296,Y1Ba2Cu3O6.54,52.06666666666666
2297,Y1Ba2Cu3O6.546,59.4
2298,Y1Ba2Cu3O6.55,63.370000000000005
2299,Y1Ba2Cu3O6.556,58.95
2300,Y1Ba2Cu3O6.56,54.7
2301,Y1Ba2Cu3O6.57,56.1
2302,Y1Ba2Cu3O6.58,52.4
2303,Y1Ba2Cu3O6.59,60.55
2304,Y1Ba2Cu3O6.6,61.534615384615385
2305,Y1Ba2Cu3O6.602,59.4
2306,Y1Ba2Cu3O6.61,59.626
2307,Y1Ba2Cu3O6.62,51.825
2308,Y1Ba2Cu3O6.63,62.02
2309,Y1Ba2Cu3O6.64,59.53333333333333
2310,Y1Ba2Cu3O6.65,63.449999999999996
2311,Y1Ba2Cu3O6.66,64.12444444444445
2312,Y1Ba2Cu3O6.666,60.5
2313,Y1Ba2Cu3O6.67,58.425
2314,Y1Ba2Cu3O6.68,53.379999999999995
2315,Y1Ba2Cu3O6.69,80.85
2316,Y1Ba2Cu3O6.7,70.98133333333334
2317,Y1Ba2Cu3O6.702,69.0
2318,Y1Ba2Cu3O6.71,61.96666666666667
2319,Y1Ba2Cu3O6.72,72.07142857142857
2320,Y1Ba2Cu3O6.729,56.8
2321,Y1Ba2Cu3O6.73,71.7642857142857
2322,Y1Ba2Cu3O6.74,78.275
2323,Y1Ba2Cu3O6.75,75.77222222222223
2324,Y1Ba2Cu3O6.76,77.00750000000001
2325,Y1Ba2Cu3O6.765,75.8
2326,Y1Ba2Cu3O6.77,80.39999999999999
2327,Y1Ba2Cu3O6.773,71.2
2328,Y1Ba2Cu3O6.78,81.46000000000001
2329,Y1Ba2Cu3O6.791,86.9
2330,Y1Ba2Cu3O6.795,82.5
2331,Y1Ba2Cu3O6.8,82.345
2332,Y1Ba2Cu3O6.81,88.4
2333,Y1Ba2Cu3O6.82,88.64999999999999
2334,Y1Ba2Cu3O6.821,91.1
2335,Y1Ba2Cu3O6.828,88.0
2336,Y1Ba2Cu3O6.829,57.7
2337,Y1Ba2Cu3O6.83,90.43333333333334
2338,Y1Ba2Cu3O6.838,84.8
2339,Y1Ba2Cu3O6.84,82.28333333333333
2340,Y1Ba2Cu3O6.85,86.71249999999999
2341,Y1Ba2Cu3O6.852,89.2
2342,Y1Ba2Cu3O6.858,87.4
2343,Y1Ba2Cu3O6.86,87.5
2344,Y1Ba2Cu3O6.861,80.5
2345,Y1Ba2Cu3O6.869,90.0
2346,Y1Ba2Cu3O6.87,89.33333333333333
2347,Y1Ba2Cu3O6.876,78.1
2348,Y1Ba2Cu3O6.88,89.025
2349,Y1Ba2Cu3O6.883,74.0
2350,Y1Ba2Cu3O6.887,89.8
2351,Y1Ba2Cu3O6.89,84.9
2352,Y1Ba2Cu3O6.894,80.5
2353,Y1Ba2Cu3O6.9,90.4767391304348
2354,Y1Ba2Cu3O6.906,92.4
2355,Y1Ba2Cu3O6.91,92.23333333333333
2356,Y1Ba2Cu3O6.92,91.51666666666665
2357,Y1Ba2Cu3O6.93,91.7375
2358,Y1Ba2Cu3O6.937,84.8
2359,Y1Ba2Cu3O6.939,91.8
2360,Y1Ba2Cu3O6.94,92.52307692307691
2361,Y1Ba2Cu3O6.95,91.21450000000002
2362,Y1Ba2Cu3O6.951,91.19
2363,Y1Ba2Cu3O6.955,91.8
2364,Y1Ba2Cu3O6.957,91.0
2365,Y1Ba2Cu3O6.96,90.02333333333334
2366,Y1Ba2Cu3O6.962,92.15
2367,Y1Ba2Cu3O6.965,88.5
2368,Y1Ba2Cu3O6.97,90.575
2369,Y1Ba2Cu3O6.98,89.5125
2370,Y1Ba2Cu3O6.99,90.375
2371,Y1Ba2Cu3O6.995,89.0
2372,Y1Ba2Cu3O7,85.46979090909092
2373,Y1Ba2Cu3O7.01,89.5
2374,Y1Ba2Cu3O7.1,91.65
2375,Y1Ba2Cu3O7.19,89.0
2376,Y1Ba2Cu3S0.001O7,92.0
2377,Y1Ba2Cu3S0.03O7.12,90.0
2378,Y1Ba2Cu3S0.05O7,93.5
2379,Y1Ba2Cu3S0.06O7.23,89.0
2380,Y1Ba2Cu3S0.12O7.28,89.0
2381,Y1Ba2Cu3S1O6,89.5
2382,Y1Ba2Cu3Se0.05O7,91.0
2383,Y1La0.2Ba1.8Cu3O7.06,48.9
2384,Y1La0.2Ba1.8Cu3O7.16,61.7
2385,Y1La0.2Ba1.8Cu3O7.26,67.6
2386,Y1La0.2Ba1.8Cu3O7.36,89.1
2387,Y1La0.2Ba1.8Cu3O7.46,89.8
2388,Y1La0.2Ba1.8Cu3O7.49,90.4
2389,Y1La0.3Ba1.7Cu3O7,57.45
2390,Y1Re0.05Ba2Cu2.95O6.94,88.0
2391,Y1Re0.05Ba2Cu2.95O7.02,92.0
2392,Y1Re0.05Ba2Cu2.95O7.04,92.0
2393,Y1Re0.15Ba2Cu2.85O7.07,91.5
2394,Y1Re0.15Ba2Cu2.85O7.13,90.0
2395,Y1Re0.15Ba2Cu2.85O7.17,91.0
2396,Y1Re0.1Ba2Cu2.9O7,91.5
2397,Y1Re0.1Ba2Cu2.9O7.08,90.0
2398,Y1Re0.1Ba2Cu2.9O7.09,91.0
2399,Y1Sr0.4Ba1.6Cu2.5B0.5O7,35.0
2400,Y1Sr0.5Ba1.5Cu2.5B0.5O7,15.0
2401,Y1Sr0.6Ba1.4Cu2.5B0.5O7,47.0
2402,Y1Sr0.8Ba1.2Cu2.5B0.5O7,51.0
2403,Y1Sr1.2Ba0.8Cu2.5B0.5O7,35.0
2404,Y1Sr1.4Ba0.6Cu2.5B0.5O7,24.0
2405,Y1Sr1.55Ba0.45Cu2.5B0.5O7,16.0
2406,Y1Sr1Ba1Cu2.5B0.5O7,34.5
2407,Y1Sr2Cu2.65Fe0.35O6.7,34.0
2408,Y1Sr2Cu2.65Fe0.35O7.1,46.0
2409,Y1Sr2Cu2.65Ga0.35O6.6,17.0
2410,Y1Sr2Cu2.65Ga0.35O6.7,21.0
2411,Y1Sr2Cu2.65Mo0.35O7.2,29.0
2412,Y1Sr2Cu2.65Mo0.35O7.4,43.0
2413,Y1Sr2Cu2.65Ti0.35O6.8,21.0
2414,Y1Sr2Cu2.65Ti0.35O7.1,53.0
2415,Y1Sr2Cu2.675Ti0.325O6.6,21.0
2416,Y1Sr2Cu2.675Ti0.325O7.1,56.0
2417,Y1Sr2Cu2.6Fe0.4O7,29.0
2418,Y1Sr2Cu2.75Mo0.25O7.1,43.0
2419,Y1Sr2Cu2.75Re0.25O7,37.0
2420,Y1Sr2Cu2.75Re0.25O7.3,49.0
2421,Y1Sr2Cu2.75W0.25O6.9,33.0
2422,Y1Sr2Cu2.75W0.25O7.1,51.0
2423,Y1Sr2Cu2.7Co0.3O6.5,13.0
2424,Y1Sr2Cu2.7Co0.3O6.7,27.0
2425,Y1Sr2Cu2.7Fe0.3O6.9,43.0
2426,Y1Sr2Cu2.7Fe0.3O7.1,51.0
2427,Y1Sr2Cu2.7Mo0.3O7,33.2
2428,Y1Sr2Cu2.7Mo0.3O7.1,36.5
2429,Y1Sr2Cu2.7Re0.3O7.1,33.0
2430,Y1Sr2Cu2.7Re0.3O7.2,44.0
2431,Y1Sr2Cu2.7Ti0.3O6.7,26.0
2432,Y1Sr2Cu2.7Ti0.3O7,58.0
2433,Y1Sr2Cu2.7Ti0.3O7.144,12.0
2434,Y1Sr2Cu2.7Ti0.3O7.152,23.0
2435,Y1Sr2Cu2.7Ti0.3O7.224,35.0
2436,Y1Sr2Cu2.7W0.3O6.9,26.0
2437,Y1Sr2Cu2.85Re0.15O6.95,43.1
2438,Y1Sr2Cu2.85Re0.15O7,53.0
2439,Y1Sr2Cu2.85Re0.15O7.1,73.0
2440,Y1Sr2Cu2.8Mo0.2O7,40.0
2441,Y1Sr2Cu2.8Mo0.2O7.1,71.0
2442,Y1Sr2Cu2.8Re0.2O6.9,43.0
2443,Y1Sr2Cu2.8Re0.2O7,55.0
2444,Y1Sr2Cu2.8Re0.2O7.2,63.0
2445,Y1Sr2Cu2.8V0.2O6.5,16.0
2446,Y1Sr2Cu2.8W0.2O6.9,45.0
2447,Y1Sr2Cu2.8W0.2O7.2,66.0
2448,Y1Sr2Cu2Nb1O7,13.0
2449,Y1Sr2Cu3O6.92,68.0
2450,Y1Sr2Cu3O7.2,64.0
2451,Y1Sr2Cu3O7.5,62.5
2452,Yb0.45Pr0.55Ba1.7Sr0.3Cu3O6.91,15.0
2453,Yb0.45Pr0.55Ba2Cu3O6.92,18.3
2454,Yb0.4Nd0.4Pr0.2Ba2Cu3O7,56.6
2455,Yb0.55Pr0.45Ba1.7Sr0.3Cu3O6.88,41.0
2456,Yb0.5Ca0.5Sr0.7Ba1.3Cu2.6C0.4O7,78.0
2457,Yb0.5Pr0.5Ba1.7Sr0.3Cu3O6.93,30.0
2458,Yb0.5Pr0.5Ba2Cu3O6.67,38.7
2459,Yb0.5Pr0.5Ba2Cu3O6.9,34.8
2460,Yb0.65Pr0.35Ba1.7Sr0.3Cu3O6.95,55.0
2461,Yb0.6Lu0.4Ba2Cu3O6.92,89.7
2462,Yb0.6Nd0.2Pr0.2Ba2Cu3O7,70.3
2463,Yb0.6Pr0.4Ba1.7Sr0.3Cu3O6.93,46.0
2464,Yb0.6Pr0.4Ba2Cu3O6.91,50.5
2465,Yb0.75Pr0.25Ba1.7Sr0.3Cu3O6.92,71.0
2466,Yb0.75Pr0.25Ba2Cu3O7,76.1
2467,Yb0.7Ca0.3Ba1.6Sr0.4Cu3O6.56,81.35
2468,Yb0.7Ca0.3Ba1.6Sr0.4Cu3O6.73,68.05
2469,Yb0.7Ca0.3Ba1.6Sr0.4Cu3O6.78,36.56666666666667
2470,Yb0.7Lu0.3Ba2Cu3O7,89.7
2471,Yb0.7Pr0.3Ba1.7Sr0.3Cu3O6.93,63.0
2472,Yb0.7Pr0.3Ba2Cu3O6.87,67.2
2473,Yb0.7Pr0.3Ba2Cu3O6.97,73.5
2474,Yb0.7Pr0.3Ba2Cu3O7,68.0
2475,Yb0.85Pr0.15Ba1.7Sr0.3Cu3O6.91,80.0
2476,Yb0.85Pr0.15Ba2Cu3O6.97,86.5
2477,Yb0.85Pr0.15Ba2Cu3O7,87.5
2478,Yb0.8Lu0.2Ba2Cu3O6.94,89.9
2479,Yb0.8Pr0.2Ba1.7Sr0.3Cu3O6.92,76.0
2480,Yb0.8Pr0.2Ba2Cu3O6.88,79.9
2481,Yb0.8Pr0.2Ba2Cu3O6.97,82.0
2482,Yb0.8Pr0.2Ba2Cu3O7,83.225
2483,Yb0.8Sr0.2Ba2Cu3O7,68.0
2484,Yb0.925Pr0.075Ba2Cu3O6.97,89.0
2485,Yb0.92Pr0.08Ba2Cu3O7,91.2
2486,Yb0.94Pr0.06Ba2Cu3O7,91.5
2487,Yb0.95Pr0.05Ba1.7Sr0.3Cu3O6.91,81.0
2488,Yb0.95Pr0.05Ba2Cu3O6.9,89.1
2489,Yb0.96Pr0.04Ba2Cu3O7,91.6
2490,Yb0.98Pr0.02Ba2Cu3O7,91.3
2491,Yb0.995Pr0.05Ba2Cu3O6.97,89.5
2492,Yb0.9Ca0.1Ba1.6Sr0.4Cu3O6.89,62.1
2493,Yb0.9Lu0.1Ba2Cu3O7,89.5
2494,Yb0.9Pr0.1Ba1.7Sr0.3Cu3O6.9,81.0
2495,Yb0.9Pr0.1Ba2Cu3O6.92,88.0
2496,Yb0.9Pr0.1Ba2Cu3O6.97,88.5
2497,Yb0.9Pr0.1Ba2Cu3O7,89.9
2498,Yb1Ba1.6Sr0.4Cu3O6.88,80.2
2499,Yb1Ba1.7Sr0.3Cu3O6.9,81.0
2500,Yb1Ba2Cu2.7Ga0.3O7,90.0
2501,Yb1Ba2Cu2.85Ga0.15O7,90.0
2502,Yb1Ba2Cu2.8Ga0.2O7,90.0
2503,Yb1Ba2Cu2.92Zn0.08O7,70.6
2504,Yb1Ba2Cu2.943Zn0.057O6.9,64.3
2505,Yb1Ba2Cu2.94Zn0.06O7,72.1
2506,Yb1Ba2Cu2.95Ga0.05O7,90.0
2507,Yb1Ba2Cu2.96Zn0.04O7,73.9
2508,Yb1Ba2Cu2.982Zn0.018O6.9,85.1
2509,Yb1Ba2Cu2.98Zn0.02O7,83.3
2510,Yb1Ba2Cu2.99Zn0.01O7,87.8
2511,Yb1Ba2Cu2.9Ga0.1O7,90.0
2512,Yb1Ba2Cu3O6.71,87.0
2513,Yb1Ba2Cu3O6.9,92.8
2514,Yb1Ba2Cu3O6.93,89.5
2515,Yb1Ba2Cu3O6.95,88.4
2516,Yb1Ba2Cu3O6.97,88.0
2517,Yb1Ba2Cu3O7,90.7
